host_since,name,neighbourhood,property_type,review_scores_rating_bin,room_type,zipcode,beds,number_of_records,number_of_reviews,price,review_scores_rating
7/27/2009,ENJOY THE CITY ON CHEAP,Queens,House,75.0,Private room,11434.0,1.0,1,43,45,78.0
7/27/2009,Excellent/Pvt Rm,Queens,House,85.0,Private room,11434.0,2.0,1,47,55,88.0
7/27/2009,Great Deal/Pvt Rm,Queens,House,85.0,Private room,11434.0,2.0,1,58,55,88.0
7/27/2009,Private Rm2/Shared Bath,Queens,House,90.0,Private room,11434.0,2.0,1,53,55,93.0
7/27/2009,Right on Budget,Queens,House,85.0,Private room,11434.0,2.0,1,57,68,86.0
7/28/2009,Cozy BK home with HUGE private yard,Brooklyn,Apartment,95.0,Entire home/apt,11249.0,3.0,1,23,195,95.0
7/28/2009,Large sunny bedroom in Greenpoint,Brooklyn,Apartment,100.0,Private room,11222.0,1.0,1,2,55,100.0
7/30/2009,Stunning 1 BR - Battery Park,Manhattan,Apartment,90.0,Entire home/apt,10280.0,2.0,1,0,300,94.0
7/30/2009,Share Loft  in the heart of nyc,Manhattan,Loft,90.0,Private room,10018.0,1.0,1,2,120,90.0
8/1/2009,Clean East Village Studio,Manhattan,Apartment,95.0,Entire home/apt,10009.0,1.0,1,165,135,95.0
8/4/2009,Cute apartment LES/Nolita/Chinatown,Manhattan,Apartment,90.0,Entire home/apt,10002.0,2.0,1,4,190,90.0
8/4/2009,Private room in cute central apt,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,9,95,96.0
8/5/2009,"Cool, quiet Park Slope apartment",Brooklyn,Apartment,100.0,Entire home/apt,11215.0,2.0,1,3,125,100.0
8/5/2009,NYC Special Occasions Room #1,Brooklyn,Apartment,80.0,Private room,11233.0,2.0,1,92,29,83.0
8/5/2009,NYC Special Occasions Room #2,Brooklyn,Apartment,85.0,Private room,11233.0,1.0,1,79,27,89.0
8/5/2009,NYC-Brooklyn #1 18 min to Manhattan,Brooklyn,Apartment,85.0,Private room,11233.0,1.0,1,87,39,87.0
8/5/2009,NYC-Brooklyn #2 18 min to Manhattan,Brooklyn,Apartment,85.0,Private room,11233.0,1.0,1,92,39,88.0
8/5/2009,NYC-Brooklyn #3 18 min to Manhattan,Brooklyn,Apartment,90.0,Private room,11233.0,1.0,1,98,39,90.0
8/5/2009,NYC-Brooklyn #4 18 min to Manhattan,Brooklyn,Apartment,85.0,Private room,11233.0,1.0,1,81,39,89.0
8/5/2009,NYC-Brooklyn #5 18 min to Manhattan,Brooklyn,Apartment,85.0,Private room,11233.0,1.0,1,108,35,85.0
8/6/2009,Midtown Pied-a-terre,Manhattan,Apartment,90.0,Entire home/apt,10019.0,1.0,1,40,150,93.0
8/8/2009,Private room w/ separate entrance!,Brooklyn,Apartment,100.0,Private room,11238.0,1.0,1,2,84,100.0
8/10/2009,European Style apartment in NYC,Manhattan,Apartment,80.0,Entire home/apt,10025.0,1.0,1,1,115,80.0
8/11/2009,Stay in the Meatpacking District!,Manhattan,Apartment,95.0,Entire home/apt,10075.0,1.0,1,109,249,95.0
8/16/2009,Spacious 1 bedroom in luxe building,Manhattan,Apartment,95.0,Private room,10027.0,1.0,1,12,60,98.0
8/17/2009,East Village 1 Bedroom apartment,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,7,140,95.0
8/17/2009,Greenpoint Loft / Le Chez Andrea,Brooklyn,Apartment,85.0,Private room,11222.0,1.0,1,50,70,85.0
8/17/2009,Loft in Williamsburg Area w/ Roof,Brooklyn,Apartment,80.0,Private room,11222.0,1.0,1,127,70,81.0
8/17/2009,Room in Greenpoint Loft w/ Roof,Brooklyn,Apartment,80.0,Private room,11222.0,1.0,1,88,70,83.0
8/18/2009,E Vill-great studio sleeps 2,Manhattan,Apartment,85.0,Entire home/apt,10009.0,1.0,1,83,130,85.0
8/18/2009,East Vill Garden duplex apt-slps 7,Manhattan,Apartment,90.0,Entire home/apt,10009.0,4.0,1,29,375,94.0
8/18/2009,HUGE-3 bedroom-ENTIRE FLR -slps 6+2,Manhattan,Apartment,80.0,Entire home/apt,10009.0,4.0,1,83,375,84.0
8/18/2009,LARGE-3 bedroom -EAST VILL-slps 6+3,Manhattan,Apartment,75.0,Entire home/apt,10009.0,4.0,1,63,375,79.0
8/18/2009,Manhattan-EVill-sunny studio slps 4,Manhattan,Apartment,80.0,Entire home/apt,10009.0,2.0,1,73,130,84.0
8/18/2009,back room/bunk beds,Manhattan,Apartment,90.0,Private room,10031.0,2.0,1,184,50,90.0
8/18/2009,front room/double bed,Manhattan,Apartment,85.0,Private room,10031.0,1.0,1,179,50,88.0
8/19/2009,LOFT-CentralPrk/TimeSq/TheaterDist1,Manhattan,Loft,85.0,Private room,10019.0,1.0,1,17,192,88.0
8/19/2009,LOFT-CentralPrk/TimeSq/TheaterDist2,Manhattan,Loft,90.0,Private room,10019.0,1.0,1,79,199,92.0
8/20/2009,"Spacious&Pretty, heart of Brooklyn",Brooklyn,Apartment,100.0,Entire home/apt,11216.0,1.0,1,1,85,100.0
8/20/2009,Consummate 1Bdrm in Cultural Bklyn,Brooklyn,Apartment,85.0,Entire home/apt,11221.0,1.0,1,43,79,88.0
8/23/2009,Summer In Greenpoint! Deal! Enjoy!,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,1.0,1,22,142,93.0
8/23/2009,SPACIOUS ELEVATOR APARTMENT,Manhattan,Apartment,80.0,Entire home/apt,10002.0,1.0,1,42,165,84.0
8/23/2009,"East Village ""Garden Apartment""",Manhattan,Apartment,85.0,Entire home/apt,10009.0,1.0,1,32,150,87.0
8/23/2009,East village Getaway Courtyard 3E,Manhattan,Apartment,85.0,Entire home/apt,10009.0,1.0,1,20,169,85.0
8/23/2009,Heart of the East Village 2E,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,10,159,90.0
8/23/2009,HEART OF THE EAST VILLAGE 2W,Manhattan,Apartment,85.0,Entire home/apt,10009.0,1.0,1,43,159,86.0
8/23/2009,Heart of the East Village 4E,Manhattan,Apartment,80.0,Entire home/apt,10009.0,2.0,1,48,169,82.0
8/23/2009,HEART OF THE EAST VILLAGE 4W,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,35,169,90.0
8/23/2009,Sunny renovated studio courtyard 3W,Manhattan,Apartment,90.0,Entire home/apt,10009.0,1.0,1,7,179,94.0
8/23/2009,Room in DOORMAN/ELEVATOR LOFT BLDG,Brooklyn,Apartment,80.0,Private room,11205.0,1.0,1,31,89,84.0
8/26/2009,Designer loft in hip Williamsburg,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,21,170,99.0
8/30/2009,Sunny Artistic East Village Apt,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,20,160,96.0
8/31/2009,Manhattan studio Apartment,Manhattan,Apartment,90.0,Entire home/apt,10021.0,2.0,1,31,150,94.0
8/31/2009,Manhattan City 1 Bed Room Apartment,Manhattan,Apartment,60.0,Entire home/apt,10029.0,2.0,1,1,110,60.0
8/31/2009,Manhattan large 1 Bed Rm Apartment,Manhattan,Apartment,80.0,Entire home/apt,10029.0,3.0,1,48,110,84.0
8/31/2009,Upper Eastside Studio Apartment,Manhattan,Apartment,85.0,Entire home/apt,10065.0,2.0,1,46,140,85.0
8/31/2009,PRIVATE Room Time SQ Broadway Area,Manhattan,Apartment,85.0,Private room,10036.0,1.0,1,9,125,87.0
9/1/2009,Live-In Tour Guide Scenic West Side,Manhattan,Apartment,85.0,Private room,10027.0,1.0,1,26,100,88.0
9/3/2009,Large Private B&B Style Studio,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,2.0,1,52,80,92.0
9/3/2009,"Roomy 1BR near park, museums, more",Brooklyn,Apartment,80.0,Entire home/apt,11238.0,1.0,1,82,131,83.0
9/3/2009,Private Apt Sleeps Five,Brooklyn,House,90.0,Private room,11210.0,3.0,1,26,138,90.0
9/3/2009,B & B Room 1,Brooklyn,House,90.0,Private room,11238.0,1.0,1,39,60,94.0
9/3/2009,B and B Style Rooms for Rent w bath,Brooklyn,House,85.0,Private room,11238.0,2.0,1,19,70,86.0
9/3/2009,Large B&B Style rooms,Brooklyn,House,90.0,Private room,11238.0,2.0,1,48,60,93.0
9/7/2009,European garden bed & breakfast,Brooklyn,Apartment,100.0,Entire home/apt,11233.0,2.0,1,1,115,100.0
9/7/2009,Lovely studio for a romantic pair,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,1,20,113,96.0
9/9/2009,Urban oasis! 2 bedrooms w/ 3 patios,Brooklyn,Apartment,90.0,Entire home/apt,11206.0,2.0,1,14,165,93.0
9/9/2009,Private bedroom-rooftop & terrace!,Brooklyn,Apartment,90.0,Private room,11206.0,1.0,1,28,95,91.0
9/11/2009,2BR bright and airy Brownstone,Brooklyn,Apartment,95.0,Entire home/apt,11231.0,2.0,1,8,180,97.0
9/13/2009,Prime Williamsburg Luxury Apartment,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,7,160,91.0
9/14/2009,Modern lovely bright 3BR near park,Brooklyn,Apartment,90.0,Entire home/apt,11225.0,4.0,1,1,170,94.0
9/14/2009,Spacious Modern  2 Bedroom Suite,Brooklyn,Apartment,85.0,Entire home/apt,11226.0,4.0,1,27,122,85.0
9/15/2009,Spacious Chelsea Sanctuary,Manhattan,Apartment,80.0,Entire home/apt,10011.0,2.0,1,17,329,84.0
9/15/2009,A Room Fit for Two in Williamsburg,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,0,75,94.0
9/15/2009,Central Greenwich Village available,Manhattan,Apartment,90.0,Private room,10012.0,1.0,1,123,101,90.0
9/15/2009,COZY PRIVATE ROOM NEAR TIMES SQUARE,Manhattan,Apartment,90.0,Private room,10018.0,1.0,1,19,130,93.0
9/17/2009,Cozy entire apt. great location,Manhattan,Apartment,95.0,Entire home/apt,10029.0,1.0,1,23,120,95.0
9/19/2009,Brownstone Haven in Clinton Hill,Brooklyn,House,95.0,Private room,11238.0,1.0,1,35,110,95.0
9/20/2009,Beautiful studio/Upper east side.,Manhattan,Apartment,95.0,Entire home/apt,10028.0,2.0,1,10,160,98.0
9/20/2009,Trendy Harlem Luxury,Manhattan,Apartment,90.0,Private room,10026.0,1.0,1,0,125,94.0
9/21/2009,Spacious Lofty 2BD in Clinton Hill,Brooklyn,Apartment,100.0,Entire home/apt,11205.0,4.0,1,2,135,100.0
9/21/2009,Sm comfy room Central Park/HellsKit,Manhattan,Apartment,95.0,Private room,10019.0,1.0,1,9,89,98.0
9/24/2009,20FT CEILING LIGHT AIRY PENTHOUSE,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,2.0,1,4,475,100.0
9/24/2009,Charming bedroom/office in Brooklyn,Brooklyn,Apartment,90.0,Private room,11215.0,1.0,1,0,150,94.0
9/24/2009,"Penthouse Room w Bath, 20' ceilings",Brooklyn,Apartment,90.0,Private room,11222.0,1.0,1,0,300,94.0
9/25/2009,1-Bedroom Railroad Apartment,Brooklyn,Apartment,90.0,Entire home/apt,11237.0,2.0,1,0,55,94.0
9/26/2009,Warm and welcoming brownstone home,Brooklyn,Apartment,90.0,Entire home/apt,11205.0,1.0,1,0,140,94.0
9/26/2009,Fort Greene Lofty Retreat,Brooklyn,Loft,95.0,Entire home/apt,11205.0,4.0,1,48,200,96.0
9/29/2009,Park Slope Green Guest House,Brooklyn,Apartment,95.0,Entire home/apt,11215.0,1.0,1,247,135,98.0
9/29/2009,Light-filled classic Central Park,Manhattan,Apartment,90.0,Entire home/apt,10025.0,1.0,1,41,140,93.0
10/1/2009,Gorgeous Williamsburg 1BR Apartment,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,2.0,1,190,238,96.0
10/1/2009,Roof-Top Room in Williamsburg,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,257,140,95.0
10/1/2009,Charming Carriage House Suite,Brooklyn,House,90.0,Entire home/apt,11211.0,1.0,1,217,165,94.0
10/4/2009,Lovely Bright Williamsburg Apt,Brooklyn,Apartment,100.0,Entire home/apt,11211.0,1.0,1,1,110,100.0
10/5/2009,Your Spacious Home Away From Home!,Brooklyn,Apartment,90.0,Entire home/apt,11201.0,1.0,1,1,107,94.0
10/6/2009,"Bilevel Penthouse: Park, City Views",Brooklyn,Condominium,100.0,Entire home/apt,11222.0,2.0,1,2,272,100.0
10/7/2009,HUGE Designer 2 Bdrm Park Slope Apt,Brooklyn,Apartment,95.0,Entire home/apt,11215.0,2.0,1,7,250,97.0
10/7/2009,Cute apt in artist's home,Brooklyn,Apartment,85.0,Entire home/apt,11237.0,1.0,1,85,80,89.0
10/7/2009,Über hip sun drenched Brooklyn pad,Brooklyn,Apartment,100.0,Private room,11222.0,1.0,1,6,80,100.0
10/8/2009,Great deal Lower East Side!!,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,67,120,98.0
10/11/2009,Stay at The Brooklyn Apartment!,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,3.0,1,103,160,90.0
10/11/2009,"Lovely, calm 3 BR on leafy block",Brooklyn,Apartment,80.0,Entire home/apt,11238.0,4.0,1,1,150,80.0
10/11/2009,One-Bedroom Apartment on the Bowery,Manhattan,Apartment,80.0,Entire home/apt,10003.0,1.0,1,2,200,80.0
10/12/2009,Country space in the city,Brooklyn,House,90.0,Private room,11226.0,2.0,1,0,150,94.0
10/12/2009,GREAT ROOM 4 TIGHT WALLETS,Queens,House,60.0,Private room,11434.0,1.0,1,2,42,60.0
10/12/2009,GREAT ROOM. GREAT PRICE.,Queens,House,80.0,Private room,11434.0,1.0,1,1,42,80.0
10/12/2009,NICE ROOM 4 BUDGETEERS*5MINS TO JFK,Queens,House,75.0,Private room,11434.0,1.0,1,6,42,76.0
10/12/2009,ROOM FOR TIGHT WALLETS*5MINS TO JFK,Queens,House,70.0,Private room,11434.0,1.0,1,6,42,72.0
10/12/2009,SPACIOUS BASEMENT ROOM W/ HALF BATH,Queens,House,40.0,Private room,11434.0,1.0,1,1,45,40.0
10/13/2009,Spacious 1BR Apt in Greenpoint,Brooklyn,Apartment,100.0,Entire home/apt,11222.0,2.0,1,12,149,100.0
10/13/2009,"Excellent location, gorgeous studio",Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,11,150,92.0
10/13/2009,Beautiful New Garden Apartment,Manhattan,Apartment,95.0,Entire home/apt,10023.0,2.0,1,41,150,98.0
10/14/2009,Charming bedroom in Clinton Hill!!!,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,2,69,90.0
10/17/2009,Huge apartment w backyard & hot tub,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,0,250,94.0
10/18/2009,Lovely LOFT in south Williamsburg,Brooklyn,Loft,95.0,Entire home/apt,11249.0,1.0,1,16,192,96.0
10/18/2009,Cute Top Floor West Village Studio,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,1,35,195,93.0
10/19/2009,Cozy 1BR-Country living in NYC!,Staten Island,House,95.0,Entire home/apt,10304.0,3.0,1,40,70,98.0
10/19/2009,ENJOY Downtown NYC!,Manhattan,Apartment,85.0,Private room,10009.0,1.0,1,157,70,85.0
10/19/2009,ENJOY Downtown NYC!!,Manhattan,Apartment,85.0,Private room,10009.0,1.0,1,102,70,88.0
10/19/2009,Enjoy Midtown West & Times Square!!,Manhattan,Apartment,85.0,Private room,10018.0,1.0,1,46,90,89.0
10/22/2009,Perfect SOHO - Little Italy Nest,Manhattan,Apartment,95.0,Entire home/apt,10013.0,3.0,1,29,308,97.0
10/22/2009,$45 L train/ 1 bedroom Brooklyn,Brooklyn,Apartment,85.0,Private room,10075.0,2.0,1,56,49,85.0
10/22/2009,1bdr w private bath. in lofty apt,Brooklyn,Apartment,100.0,Private room,11205.0,1.0,1,21,126,100.0
10/22/2009,Cozy room in 1820's Brick Wall Apt!,Manhattan,Apartment,70.0,Private room,10029.0,1.0,1,18,120,72.0
10/25/2009,Financial District Retreat 2,Manhattan,Apartment,95.0,Entire home/apt,10005.0,1.0,1,11,235,98.0
10/25/2009,Finanical District Retreat,Manhattan,Apartment,100.0,Entire home/apt,10005.0,1.0,1,3,235,100.0
10/25/2009,Quiet Midtown Studio,Manhattan,Apartment,95.0,Entire home/apt,10016.0,1.0,1,9,235,96.0
10/25/2009,Spring Retreat in Midtown,Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,1,2,235,90.0
10/25/2009,Master Suite in Financial District,Manhattan,Apartment,90.0,Private room,10038.0,1.0,1,0,125,94.0
10/26/2009,BROWNSTONE - 2 BEDROOM APT,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,3.0,1,125,115,91.0
10/27/2009,Quiet Chelsea Studio w/Roof Access,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,10,145,98.0
10/27/2009,Beautiful Downtown Manhattan Share,Manhattan,Apartment,90.0,Shared room,10011.0,1.0,1,57,50,94.0
10/28/2009,Artist Oasis in Historic Brownstone,Brooklyn,Apartment,100.0,Entire home/apt,11215.0,1.0,1,2,235,100.0
10/28/2009,amazing  brand new one bed room apt,Manhattan,Apartment,60.0,Entire home/apt,10075.0,1.0,1,24,185,62.0
10/28/2009,any term sublet night week months,Manhattan,Apartment,70.0,Entire home/apt,10075.0,1.0,1,115,185,74.0
10/29/2009,Beautiful Brooklyn Brownstone,Brooklyn,House,95.0,Entire home/apt,11238.0,2.0,1,13,315,98.0
10/29/2009,Artsy East Village/Lower East Side,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,28,59,98.0
10/30/2009,Large 3 bed house in Rego Park,Queens,House,90.0,Entire home/apt,11374.0,3.0,1,0,290,94.0
10/31/2009,Charming Brownstone - Near PRATT,Brooklyn,Apartment,80.0,Entire home/apt,11238.0,2.0,1,49,150,84.0
10/31/2009,Charming Brownstone 3- Near PRATT,Brooklyn,Apartment,85.0,Entire home/apt,11238.0,2.0,1,29,150,86.0
10/31/2009,Large East Village 1 BD by Bowery,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,1,5,150,93.0
10/31/2009,1 Stop fr. Manhattan! Private Suite,Queens,Townhouse,95.0,Private room,11101.0,2.0,1,97,120,97.0
11/2/2009,Light and Lively Living Room Space,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,7,75,94.0
11/3/2009,large garden triplex apt near PRATT,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,1.0,1,36,248,93.0
11/3/2009,"bdrm w/pvt bath, lndmrk brick home",Brooklyn,House,90.0,Private room,11238.0,1.0,1,8,128,91.0
11/3/2009,large bedrm in 4flr landmark home,Brooklyn,House,90.0,Private room,11238.0,1.0,1,6,128,92.0
11/3/2009,lrg bedrm historic home 1blk PRATT,Brooklyn,House,85.0,Private room,11238.0,2.0,1,19,128,86.0
11/3/2009,lrg rm triplex landmrk brick house,Brooklyn,House,85.0,Private room,11238.0,1.0,1,8,128,89.0
11/5/2009,Artistic Loft in Midtown w/ View,Manhattan,Apartment,100.0,Private room,10018.0,1.0,1,1,56,100.0
11/6/2009,Minimalist Designer Railroad,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,0,120,94.0
11/6/2009,Clean/Big/Bright/Affordable Room!,Queens,Apartment,95.0,Private room,11377.0,1.0,1,9,50,96.0
11/7/2009,"1 br Williamsburg Brooklyn Condo,",Brooklyn,Apartment,100.0,Entire home/apt,11211.0,1.0,1,4,100,100.0
11/7/2009,Modern One-Bedroom in Luxury Bldg,Manhattan,Apartment,90.0,Entire home/apt,10001.0,1.0,1,2,220,90.0
11/8/2009,Fort Greene brownstone,Brooklyn,Apartment,90.0,Private room,11205.0,1.0,1,82,80,94.0
11/9/2009,1br West Village Chelsea Meatpackin,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,1,60,207,91.0
11/9/2009,5th Ave on Central Park Museum Mile,Manhattan,Apartment,90.0,Entire home/apt,10029.0,1.0,1,19,199,94.0
11/9/2009,Columbus Avenue Apartment,Manhattan,Apartment,90.0,Private room,10075.0,1.0,1,0,190,94.0
11/10/2009,One family house with 4 bedrooms!!!,Brooklyn,House,85.0,Entire home/apt,11225.0,7.0,1,5,199,85.0
11/10/2009,Brooklyn Loft  08/13 to 09/11,Brooklyn,Loft,85.0,Entire home/apt,11205.0,2.0,1,5,125,87.0
11/11/2009,Large Guest Room for Broolyn Condo,Brooklyn,Condominium,100.0,Private room,11218.0,1.0,1,4,59,100.0
11/13/2009,Amazing Studio Apt in East Village!,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,54,145,96.0
11/13/2009,The Chillhouse Experience.,Manhattan,Apartment,90.0,Private room,10027.0,1.0,1,0,95,94.0
11/14/2009,** Historic Charming Brownstone **,Brooklyn,Apartment,95.0,Entire home/apt,11233.0,3.0,1,24,195,96.0
11/14/2009,Beautiful artistic historic duplex!,Brooklyn,House,90.0,Entire home/apt,11233.0,4.0,1,0,225,94.0
11/14/2009,Gorgeous Harlem Triplex with Garden,Manhattan,Apartment,90.0,Entire home/apt,10027.0,2.0,1,0,450,94.0
11/14/2009,Restored carriage house in Harlem,Manhattan,Townhouse,100.0,Entire home/apt,10027.0,4.0,1,1,200,100.0
11/14/2009,Blue Room for 2 +\ bonuses $1350 mo,Brooklyn,House,95.0,Private room,11216.0,1.0,1,56,90,96.0
11/14/2009,"Large Purple Room for 2/3, $1450/mo",Brooklyn,House,95.0,Private room,11216.0,1.0,1,23,95,99.0
11/14/2009,Red Room with deck for two $1350/mo,Brooklyn,House,95.0,Private room,11216.0,1.0,1,9,85,98.0
11/14/2009,**Private Room Brownstone Beauty!*,Brooklyn,Townhouse,100.0,Private room,11233.0,2.0,1,1,99,100.0
11/15/2009,Amazing view from my both 2BR in NY,Brooklyn,Apartment,100.0,Private room,11211.0,1.0,1,2,150,100.0
11/15/2009,Amazing view from my both 2BR NY,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,0,150,94.0
11/16/2009,Spacious 2 Bedroom + Study,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,2.0,1,0,215,94.0
11/16/2009,Spacious 2BR Greenpoint Getaway,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,2.0,1,0,215,94.0
11/16/2009,Charming Chelsea One Bedroom,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,8,225,95.0
11/17/2009,It's all about Bushwick BROOKLYN,Brooklyn,Apartment,90.0,Entire home/apt,11207.0,2.0,1,98,125,93.0
11/17/2009,Large W 15th steps to Union Square,Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,65,180,92.0
11/17/2009,W15th and 6th ave! new one bedroom,Manhattan,Apartment,95.0,Entire home/apt,10011.0,1.0,1,42,150,97.0
11/17/2009,West 15th St steps to Union Square,Manhattan,Apartment,80.0,Entire home/apt,10011.0,2.0,1,90,160,82.0
11/17/2009,LARGE APARTMENT- DOORMAN & VIEWS,Manhattan,Apartment,90.0,Entire home/apt,10019.0,2.0,1,0,240,94.0
11/17/2009,Central Park Loft- walk anywhere,Manhattan,Apartment,85.0,Entire home/apt,10024.0,3.0,1,20,180,86.0
11/17/2009,Central Park West 2 bedroom,Manhattan,Apartment,75.0,Entire home/apt,10024.0,2.0,1,21,210,79.0
11/17/2009,Bright & Cozy in Great Location,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,44,120,98.0
11/17/2009,Comfortable room near everything,Manhattan,Apartment,100.0,Private room,10002.0,1.0,1,3,130,100.0
11/17/2009,Large Room with Private Bath,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,19,125,99.0
11/17/2009,Room & Rooftop in Hells Kitchen!,Manhattan,Apartment,85.0,Private room,10036.0,1.0,1,29,99,88.0
11/18/2009,Gorgeous 2BR Apt with Terrace,Brooklyn,Apartment,90.0,Entire home/apt,11249.0,2.0,1,6,300,90.0
11/18/2009,NYC's Brooklyn's Treehouse Retreat,Brooklyn,House,60.0,Entire home/apt,11230.0,4.0,1,1,385,60.0
11/18/2009,Brooklyn Ditmas Park LUX Garden,Brooklyn,House,100.0,Private room,11230.0,1.0,1,5,145,100.0
11/18/2009,"Brooklyn, Ditmas Park, The Roost",Brooklyn,House,95.0,Private room,11230.0,1.0,1,6,135,97.0
11/18/2009,NYC's Brooklyn Honey Nest Victorian,Brooklyn,House,100.0,Private room,11230.0,1.0,1,3,135,100.0
11/18/2009,Ft.Tryon beauty near Columbia Univ.,Manhattan,Apartment,100.0,Private room,10033.0,2.0,1,2,150,100.0
11/19/2009,"Serene, Modern Cobble Hill Studio",Brooklyn,Apartment,95.0,Entire home/apt,11201.0,1.0,1,56,150,97.0
11/20/2009,* BROOKLYN FACTORY LOFT *,Brooklyn,Apartment,95.0,Entire home/apt,11206.0,2.0,1,33,190,96.0
11/21/2009,Greenpoint Place...Has It All!,Brooklyn,Apartment,95.0,Entire home/apt,11222.0,2.0,1,51,149,95.0
11/21/2009,Beautiful Apartment in Manhattan!!!,Manhattan,Apartment,100.0,Entire home/apt,10010.0,1.0,1,4,200,100.0
11/21/2009,"2 bedroom apt, 15 min to Times Sq.",Manhattan,Apartment,90.0,Entire home/apt,10027.0,2.0,1,6,200,90.0
11/22/2009,Williamsburg 1 bedroom Apartment,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,57,170,98.0
11/22/2009,2500 sqf Chelsea Luxury Loft,Manhattan,Apartment,90.0,Entire home/apt,10001.0,4.0,1,25,445,90.0
11/22/2009,PRIME East Village 1 BR APARTMENT!,Manhattan,Apartment,75.0,Entire home/apt,10009.0,1.0,1,100,135,78.0
11/22/2009,Private bedroom in Manhattan,Manhattan,Apartment,90.0,Private room,10027.0,1.0,1,37,74,93.0
11/23/2009,Large 1 bedroom BK Museum,Brooklyn,Apartment,90.0,Entire home/apt,11225.0,1.0,1,0,125,94.0
11/23/2009,2 bedroom apartment  in Manhattan,Manhattan,Apartment,80.0,Entire home/apt,10010.0,2.0,1,14,99,82.0
11/23/2009,"Your Manhattan House, Gramercy Park",Manhattan,Apartment,80.0,Entire home/apt,10010.0,2.0,1,63,129,82.0
11/23/2009,Cute room in Gramercy,Manhattan,Apartment,85.0,Private room,10010.0,1.0,1,34,59,85.0
11/23/2009,Midtown East catch!!!!,Manhattan,Apartment,95.0,Private room,10010.0,1.0,1,13,79,96.0
11/24/2009,Rockaway Beach Paradise Apartment,Queens,Apartment,90.0,Entire home/apt,11693.0,2.0,1,8,160,90.0
11/24/2009,Restored Bungalow of Rockaway Beach,Queens,House,95.0,Entire home/apt,11693.0,2.0,1,19,160,96.0
11/25/2009,Open artist loft close to Manhattan,Brooklyn,Apartment,95.0,Entire home/apt,11206.0,2.0,1,24,165,96.0
11/25/2009,Modern 1br loft apt in Williamsburg,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,10,195,98.0
11/26/2009,Cozy studio close to Union Square,Manhattan,Apartment,85.0,Entire home/apt,10011.0,1.0,1,27,160,89.0
11/26/2009,Garden studio in Union Square,Manhattan,Apartment,90.0,Entire home/apt,10011.0,2.0,1,6,220,93.0
11/26/2009,Lovely 1 bedroom apartment,Manhattan,Apartment,90.0,Entire home/apt,10018.0,1.0,1,0,180,94.0
11/26/2009,Luxury studio close to time square,Manhattan,Apartment,100.0,Entire home/apt,10019.0,1.0,1,1,180,100.0
11/29/2009,"Lincoln Center  luxury condo,",Manhattan,Apartment,90.0,Entire home/apt,10075.0,1.0,1,37,280,93.0
11/29/2009,Beautiful Brownstone near the Park,Manhattan,Apartment,90.0,Entire home/apt,10025.0,1.0,1,0,130,94.0
11/30/2009,Bed-Stuy DIY. What's mine is yours.,Brooklyn,Apartment,90.0,Entire home/apt,11221.0,4.0,1,73,136,90.0
