host_since,name,neighbourhood,property_type,review_scores_rating_bin,room_type,zipcode,beds,number_of_records,number_of_reviews,price,review_scores_rating
1/9/2013,Modern & Sunny w/ Private Terrace,Brooklyn,House,95.0,Entire home/apt,11249.0,2.0,1,4,285,95.0
1/9/2013,A taste of luxury in New York City!,Manhattan,Apartment,100.0,Entire home/apt,10021.0,1.0,1,2,175,100.0
1/9/2013,Clean Studio in Historical Harlem,Manhattan,Apartment,100.0,Entire home/apt,10037.0,1.0,1,1,75,100.0
1/9/2013,Spacious 1 bedroom apt. in Astoria!,Queens,Apartment,95.0,Entire home/apt,11102.0,1.0,1,4,95,95.0
1/9/2013,Spare lofted bed and desk; backyard,Brooklyn,Apartment,95.0,Private room,11206.0,1.0,1,8,50,97.0
1/9/2013,Cozy Lofted Room in Williamsburg,Brooklyn,Apartment,100.0,Private room,11249.0,1.0,1,2,85,100.0
1/9/2013,"Sunny, Charming & Cozy Private Bdrm",Manhattan,Apartment,90.0,Private room,10039.0,1.0,1,0,65,94.0
1/9/2013,Cozy private room 10 min to City!,Queens,Apartment,90.0,Private room,11102.0,1.0,1,35,69,91.0
1/9/2013,Cozy Room in the Heart of Astoria,Queens,Apartment,90.0,Private room,11103.0,1.0,1,0,60,94.0
1/9/2013,Nice private room in Astoria,Queens,Apartment,95.0,Private room,11105.0,2.0,1,47,82,98.0
1/10/2013,Beautiful 2 bedroom in Park Slope!,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,2.0,1,23,200,90.0
1/10/2013,Recently Renovated Boerum Hill Apt,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,1.0,1,0,170,94.0
1/10/2013,Large 1 bed Duplex in Boerum Hill,Brooklyn,Apartment,90.0,Entire home/apt,11217.0,2.0,1,0,180,94.0
1/10/2013,3rd floor apartment/ with patio,Manhattan,Apartment,95.0,Entire home/apt,10002.0,1.0,1,17,150,99.0
1/10/2013,Amazing Studio in the East Village!,Manhattan,Apartment,95.0,Entire home/apt,10003.0,1.0,1,15,199,96.0
1/10/2013,Large 1BR Upper East Side Apartment,Manhattan,Apartment,100.0,Entire home/apt,10021.0,2.0,1,2,200,100.0
1/10/2013,Apartment in Harlem/w park views,Manhattan,Apartment,85.0,Entire home/apt,10027.0,1.0,1,4,200,85.0
1/10/2013,Bright One Bedroom Upper East Side!,Manhattan,Apartment,90.0,Entire home/apt,10028.0,1.0,1,12,200,93.0
1/10/2013,Cozy 2bdr 1 block from Central Park,Manhattan,Apartment,90.0,Entire home/apt,10029.0,3.0,1,18,249,92.0
1/10/2013,==Perfect 3Bedrooms 2Bath 7 beds ==,Manhattan,Apartment,95.0,Entire home/apt,10034.0,7.0,1,10,350,96.0
1/10/2013,Beautiful Trendy 2br Harlem Apt.,Manhattan,Apartment,90.0,Entire home/apt,10039.0,2.0,1,7,215,93.0
1/10/2013,"LARGE loft. apartment, very airy",Manhattan,Loft,95.0,Entire home/apt,10002.0,1.0,1,43,150,98.0
1/10/2013,Huge 1 Bed Apt in Astoria w/ grill,Queens,Apartment,95.0,Entire home/apt,11105.0,1.0,1,2,125,96.0
1/10/2013,"Bright, Tidy One Bedroom Apartment",Queens,Apartment,95.0,Entire home/apt,11106.0,1.0,1,1,99,97.0
1/10/2013,Sun-soaked charming double room,Brooklyn,Apartment,100.0,Private room,11211.0,1.0,1,1,80,100.0
1/10/2013,Heart of Greenpoint duplex w/ yard!,Brooklyn,Apartment,100.0,Private room,11222.0,1.0,1,3,110,100.0
1/10/2013,Private rm just steps from L train,Brooklyn,House,95.0,Private room,11206.0,1.0,1,14,75,97.0
1/10/2013,Bedroom in East Williamsburg Loft,Brooklyn,Loft,90.0,Private room,11206.0,1.0,1,23,75,91.0
1/10/2013,Bedroom in FABULOUS WVillage Apt!,Manhattan,Apartment,100.0,Private room,10014.0,1.0,1,4,150,100.0
1/10/2013,Lovely Private Room in Two Bedroom,Queens,Apartment,90.0,Private room,10075.0,1.0,1,0,89,94.0
1/11/2013,Modern Apartment in Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,0,200,94.0
1/11/2013,Williamsburg Apt,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,0,200,94.0
1/11/2013,Tree lined cozy West Village studio,Manhattan,Apartment,90.0,Entire home/apt,10014.0,1.0,1,18,215,92.0
1/11/2013,Luxury Living Near Central Park,Manhattan,Apartment,100.0,Entire home/apt,10025.0,2.0,1,2,200,100.0
1/11/2013,A dream in Midtown - Luxus 1BR,Manhattan,Apartment,100.0,Entire home/apt,10036.0,1.0,1,5,220,100.0
1/11/2013,Best View in Midtown - Stunning!,Manhattan,Apartment,100.0,Entire home/apt,10036.0,1.0,1,1,280,100.0
1/11/2013,"Beautiful Apt x Rent in Astoria, NY",Queens,Apartment,90.0,Entire home/apt,11106.0,1.0,1,12,145,94.0
1/11/2013,Cozy Apt x Rent Close to Manhattan,Queens,Apartment,95.0,Entire home/apt,11106.0,1.0,1,7,160,97.0
1/11/2013,LARGE quiet bedrooom of duplex,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,0,100,94.0
1/11/2013,CLEAN and COMFY room avail in SoHo!,Manhattan,Apartment,100.0,Private room,10013.0,1.0,1,1,90,100.0
1/11/2013,Experience New York Like a Local!,Manhattan,Apartment,95.0,Private room,10019.0,1.0,1,76,130,97.0
1/11/2013,Spacious Room for Rent in NY,Queens,Apartment,90.0,Private room,11106.0,1.0,1,2,120,90.0
1/12/2013,Beautifully Spacious BK Studio,Brooklyn,Apartment,90.0,Entire home/apt,11233.0,1.0,1,4,80,90.0
1/12/2013,Experience The Heart Of Brooklyn,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,1.0,1,0,160,94.0
1/12/2013,beautiful 1bed! near 34st macy's!!,Manhattan,Apartment,85.0,Entire home/apt,10001.0,2.0,1,72,180,85.0
1/12/2013,Charming 1 bedroom in downtown NYC,Manhattan,Apartment,100.0,Entire home/apt,10011.0,1.0,1,2,100,100.0
1/12/2013,Manhattan Midtown West Cozy&Modern,Manhattan,Apartment,90.0,Entire home/apt,10019.0,2.0,1,45,185,93.0
1/12/2013,"Quiet, clean and cozy Studio Apt",Manhattan,Apartment,90.0,Entire home/apt,10021.0,1.0,1,2,180,90.0
1/12/2013,2 Bedroom Upper West Side Gem,Manhattan,Apartment,90.0,Entire home/apt,10024.0,3.0,1,13,359,91.0
1/12/2013,Location Location Location!!!!,Manhattan,Apartment,95.0,Entire home/apt,10036.0,2.0,1,19,185,96.0
1/12/2013,Spacious Upper East Side apt,Manhattan,Apartment,80.0,Entire home/apt,10128.0,3.0,1,1,200,80.0
1/12/2013,"Huge, bright, private room!!",Brooklyn,Apartment,90.0,Private room,11237.0,1.0,1,0,65,94.0
1/13/2013,3 Bed/ 2 Bath Full Apt. BK Heights,Brooklyn,Apartment,100.0,Entire home/apt,11201.0,3.0,1,3,340,100.0
1/13/2013,Beautiful 1BR Apt- W/great balcony,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,8,200,95.0
1/13/2013,Full Apt - Close to Manhattan & JFK,Brooklyn,Apartment,80.0,Entire home/apt,11216.0,3.0,1,2,112,80.0
1/13/2013,Lux 3br/2ba in NYC; 2min to subway,Brooklyn,Apartment,90.0,Entire home/apt,11225.0,5.0,1,21,268,94.0
1/13/2013,Clean and Cozy 1BD,Brooklyn,Apartment,100.0,Entire home/apt,11238.0,1.0,1,7,90,100.0
1/13/2013,Beautiful 1BR Apartment in Soho/WV,Manhattan,Apartment,90.0,Entire home/apt,10014.0,2.0,1,0,175,94.0
1/13/2013,Beautiful and huge modern apartment,Manhattan,Apartment,85.0,Entire home/apt,10029.0,1.0,1,6,199,88.0
1/13/2013,Comfy room in Williamsburg Loft Apt,Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,0,85,94.0
1/13/2013,Close to Airport and Manhattan!,Brooklyn,Apartment,95.0,Private room,11216.0,1.0,1,55,65,96.0
1/13/2013,Nice room next to Prospect Park!,Brooklyn,Apartment,90.0,Private room,11226.0,1.0,1,73,59,93.0
1/13/2013,"Large West Village, Outdoor Patio",Manhattan,Apartment,90.0,Private room,10011.0,1.0,1,3,77,93.0
1/13/2013,"Beautiful room, great location NYC!",Manhattan,Apartment,90.0,Private room,10030.0,1.0,1,0,97,94.0
1/13/2013,"Cozy, quiet room near Central Park",Manhattan,Apartment,90.0,Private room,10128.0,1.0,1,19,99,92.0
1/13/2013,Daybed available for occasional,Manhattan,Apartment,90.0,Shared room,10014.0,1.0,1,0,90,94.0
1/13/2013,Comfy Sofa Bed Next to Central Park,Manhattan,Apartment,90.0,Shared room,10025.0,1.0,1,0,68,94.0
1/14/2013,"Family Friendly Loft: Brooklyn, NY",Brooklyn,Apartment,90.0,Entire home/apt,11205.0,4.0,1,0,190,94.0
1/14/2013,Beautiful Spacious Flat,Brooklyn,Apartment,90.0,Entire home/apt,11222.0,3.0,1,67,159,90.0
1/14/2013,2 Bedroom 1 Bath Bergen Beach,Brooklyn,Apartment,90.0,Entire home/apt,11234.0,4.0,1,0,129,94.0
1/14/2013,2 Bedroom Bushwick Apartment,Brooklyn,Apartment,85.0,Entire home/apt,11237.0,1.0,1,48,139,89.0
1/14/2013,3 Bedroom 2 Bath Bergen Beach House,Brooklyn,House,90.0,Entire home/apt,11234.0,3.0,1,18,225,91.0
1/14/2013,Spacious Studio in Luxury Building,Manhattan,Apartment,90.0,Entire home/apt,10010.0,2.0,1,10,192,93.0
1/14/2013,"Beautiful 1BR, stunning city views",Manhattan,Apartment,100.0,Entire home/apt,10011.0,1.0,1,1,189,100.0
1/14/2013,Family Harlem Townhouse Duplex,Manhattan,Apartment,90.0,Entire home/apt,10030.0,2.0,1,0,250,94.0
1/14/2013,Luxury apt in waterfront building,Manhattan,Apartment,100.0,Entire home/apt,10280.0,1.0,1,1,250,100.0
1/14/2013,"Private Suite, Free Metrocard*",Queens,House,90.0,Entire home/apt,11355.0,3.0,1,105,81,92.0
1/14/2013,Cozy Oasis with Sunlit Skylight,Brooklyn,Apartment,90.0,Private room,11206.0,1.0,1,0,54,94.0
1/14/2013,huge room,Brooklyn,Apartment,90.0,Private room,11232.0,1.0,1,0,100,94.0
1/14/2013,Bergen Beach 1 bedroom,Brooklyn,Apartment,90.0,Private room,11234.0,1.0,1,0,125,94.0
1/14/2013,Bababa Bushwick Bed for you!,Brooklyn,Apartment,95.0,Private room,11237.0,1.0,1,7,61,97.0
1/14/2013,Comfy Clinton Hill Room,Brooklyn,Apartment,90.0,Private room,11238.0,1.0,1,14,62,91.0
1/14/2013,West Village Private Room!,Manhattan,Apartment,85.0,Private room,10011.0,1.0,1,3,124,87.0
1/14/2013,SPACIOUS 1BR- ENTIRE APT - UWS,Manhattan,Apartment,90.0,Private room,10024.0,2.0,1,0,150,94.0
1/14/2013,Just like Home NYC Bedroom,Manhattan,Apartment,85.0,Private room,10031.0,1.0,1,11,50,87.0
1/14/2013,Cozy and Comfy Manhattan Apartment,Manhattan,Apartment,90.0,Private room,10033.0,1.0,1,48,50,91.0
1/14/2013,"Free Metrocard*, Safe & Affordable",Queens,House,95.0,Private room,11355.0,1.0,1,40,59,95.0
1/14/2013,Traveler Crash Pad - Keep it Simple,Brooklyn,Other,70.0,Shared room,11217.0,1.0,1,2,70,70.0
1/14/2013,Beautiful 1 BR in Harlem Brownstone,Manhattan,Apartment,90.0,Shared room,10035.0,1.0,1,0,50,94.0
1/15/2013,Williamsburg BK Studio Luxury Bldg,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,0,150,94.0
1/15/2013,**Brooklyn Gem - Sleeps 4 to 6**,Brooklyn,Apartment,80.0,Entire home/apt,11230.0,1.0,1,17,80,84.0
1/15/2013,Amazing light West Village Apt,Manhattan,Apartment,95.0,Entire home/apt,10014.0,2.0,1,2,325,99.0
1/15/2013,Bright Apt/Central Location,Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,1,54,109,91.0
1/15/2013,Spacious 2BR Apt Ideal for Families,Manhattan,Apartment,90.0,Entire home/apt,10033.0,3.0,1,2,115,90.0
1/15/2013,Beach bungalow steps from the beach,Queens,House,90.0,Entire home/apt,11691.0,3.0,1,6,80,93.0
1/15/2013,Penthouse designer loft with a view,Brooklyn,Loft,95.0,Private room,11211.0,1.0,1,38,130,98.0
1/15/2013,Private Bedroom in the LES,Manhattan,Apartment,100.0,Private room,10002.0,1.0,1,1,125,100.0
1/15/2013,Private Bedroom on Upper East Side,Manhattan,Apartment,95.0,Private room,10021.0,1.0,1,11,89,98.0
1/15/2013,Private Bedroom on Upper East Side,Manhattan,Apartment,100.0,Private room,10021.0,1.0,1,4,85,100.0
1/15/2013,Classic Upper West Side,Manhattan,Apartment,85.0,Private room,10025.0,1.0,1,20,120,88.0
1/15/2013,"Manhattan,next to subway,Private Rm",Manhattan,Apartment,100.0,Private room,10029.0,1.0,1,2,80,100.0
1/15/2013,"Private Bedroom in Manhattan, large",Manhattan,Apartment,85.0,Private room,10029.0,1.0,1,13,85,86.0
1/15/2013,"Private bedroom in Manhattan, NYC",Manhattan,Apartment,85.0,Private room,10029.0,1.0,1,71,80,87.0
1/15/2013,"Private room, 10min to Times Square",Queens,Apartment,95.0,Private room,11101.0,1.0,1,18,94,96.0
1/16/2013,Huge Sunny Loft Minutes from Harlem,Bronx,Loft,95.0,Entire home/apt,10454.0,4.0,1,10,150,98.0
1/16/2013,Modern 2bdrm steps from Barclays,Brooklyn,Apartment,100.0,Entire home/apt,11217.0,2.0,1,3,229,100.0
1/16/2013,Sunny 2BR Apt Ocean Views & Balcony,Brooklyn,Apartment,100.0,Entire home/apt,11235.0,2.0,1,1,232,100.0
1/16/2013,2BR/2BA Huge Apt in Lower East Side,Manhattan,Apartment,85.0,Entire home/apt,10002.0,4.0,1,47,400,89.0
1/16/2013,Charming 1 BR in Greenwich Village,Manhattan,Apartment,95.0,Entire home/apt,10012.0,1.0,1,5,195,95.0
1/16/2013,Nice view apartment,Manhattan,Apartment,100.0,Entire home/apt,10016.0,2.0,1,2,160,100.0
1/16/2013,Brand new residence in NoMad,Manhattan,Apartment,90.0,Entire home/apt,10016.0,2.0,1,1,500,94.0
1/16/2013,Jackson Heights 1 Bedroom,Queens,Apartment,100.0,Entire home/apt,11372.0,2.0,1,2,160,100.0
1/16/2013,Huge Sunny Room With En Suite,Brooklyn,Apartment,90.0,Private room,11221.0,1.0,1,0,60,94.0
1/16/2013,"Perfect location, (Females only)",Manhattan,Apartment,100.0,Private room,10002.0,1.0,1,1,78,100.0
1/16/2013,Modern Apt in Central LES,Manhattan,Apartment,95.0,Private room,10002.0,1.0,1,12,95,98.0
1/16/2013,"Soho/Nolita, Private Deck",Manhattan,Apartment,90.0,Private room,10012.0,1.0,1,34,150,92.0
1/16/2013,Large 2 Bedroom Near Columbia,Manhattan,Apartment,85.0,Private room,10027.0,1.0,1,15,90,89.0
1/16/2013,Cozy Room in W Harlem (girls only),Manhattan,Apartment,90.0,Private room,10030.0,1.0,1,0,59,94.0
1/16/2013,Only 20 minutes from Times Square!,Queens,Apartment,95.0,Private room,11106.0,1.0,1,6,75,97.0
1/17/2013,Brooklyn Heights Studio/Ground Flr.,Brooklyn,Apartment,80.0,Entire home/apt,11201.0,1.0,1,3,205,80.0
1/17/2013,2-Bedroom in Brownstone Brooklyn!,Brooklyn,Apartment,85.0,Entire home/apt,11221.0,3.0,1,73,135,85.0
1/17/2013,2 Bedroom Modern Duplex Apartment,Brooklyn,Apartment,95.0,Entire home/apt,11238.0,2.0,1,28,300,96.0
1/17/2013,Brooklyn Brownstone Two Bedroom Apt,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,2.0,1,11,190,93.0
1/17/2013,Sunny 1 Bedroom -Financial District,Manhattan,Apartment,100.0,Entire home/apt,10006.0,1.0,1,3,160,100.0
1/17/2013,Bohemian Crosby St Loft,Manhattan,Apartment,85.0,Entire home/apt,10012.0,1.0,1,13,300,89.0
1/17/2013,Upper West Side Gem Near Everything,Manhattan,Apartment,90.0,Entire home/apt,10024.0,1.0,1,0,175,94.0
1/17/2013,New Luxury Condo in Historic Harlem,Manhattan,Apartment,100.0,Entire home/apt,10027.0,1.0,1,3,149,100.0
1/17/2013,Charming Madison Ave Pied a' Terre,Manhattan,Apartment,100.0,Entire home/apt,10128.0,1.0,1,4,295,100.0
1/17/2013,Spacious Room in Amazing Penthouse!,Brooklyn,Apartment,100.0,Private room,11211.0,1.0,1,1,60,100.0
1/17/2013,Furnished Bedroom.,Brooklyn,Dorm,85.0,Private room,11208.0,1.0,1,5,60,87.0
1/17/2013,Furnished Private Bedroom.,Brooklyn,Dorm,90.0,Private room,11208.0,1.0,1,6,60,93.0
1/17/2013,Sunny Bedroom  in Brooklyn Duplex,Brooklyn,Townhouse,100.0,Private room,11221.0,2.0,1,1,75,100.0
1/17/2013,1 Private Bedroom in Chelsea,Manhattan,Apartment,90.0,Private room,10011.0,1.0,1,1,80,94.0
1/17/2013,Beautiful Bedroom Manhattan ?????,Manhattan,Apartment,85.0,Private room,10039.0,1.0,1,212,50,89.0
1/17/2013,Great Bedroom Manhattan ?????,Manhattan,Apartment,85.0,Private room,10039.0,1.0,1,236,50,89.0
1/17/2013,Private Bedroom Manhattan ?????,Manhattan,Apartment,90.0,Private room,10039.0,1.0,1,235,50,90.0
1/17/2013,Modern Comfortable Living Room,Queens,Apartment,90.0,Private room,11369.0,1.0,1,13,67,91.0
1/18/2013,Elegant 1Br Brooklyn Apartment,Brooklyn,Apartment,90.0,Entire home/apt,11201.0,1.0,1,0,160,94.0
1/18/2013,Best Location Bright Apt- Bedford L,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,1.0,1,24,140,93.0
1/18/2013,Charming 2BR apt in Brooklyn,Brooklyn,Apartment,90.0,Entire home/apt,11215.0,2.0,1,3,198,93.0
1/18/2013,Lovely Brownstone Apt with Backyard,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,1.0,1,3,90,93.0
1/18/2013,Sunny 1BR in LES w/ Elev and Balc!,Manhattan,Apartment,100.0,Entire home/apt,10002.0,1.0,1,10,225,100.0
1/18/2013,Mid Town Studio near Grand Central,Manhattan,Apartment,90.0,Entire home/apt,10016.0,1.0,1,13,180,91.0
1/18/2013,UNIQUE & CHIC IN HISTORICAL HARLEM,Manhattan,Apartment,85.0,Entire home/apt,10027.0,2.0,1,14,199,86.0
1/18/2013,Private bedroom in cozy apartment,Brooklyn,Apartment,80.0,Private room,11215.0,1.0,1,1,70,80.0
1/19/2013,Charming pre-war coop w/nursery,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,1.0,1,0,270,94.0
1/19/2013,Studio Apt | Heart of Bushwick!,Brooklyn,House,90.0,Entire home/apt,11221.0,2.0,1,0,105,94.0
1/19/2013,2 Bedroom apt on Upper West Side,Manhattan,Apartment,90.0,Entire home/apt,10024.0,2.0,1,3,195,93.0
1/19/2013,Comfortable 1BR w/ Private Yard,Manhattan,Apartment,90.0,Entire home/apt,10128.0,2.0,1,0,225,94.0
1/19/2013,Huge Bedroom in Williamsburg Loft,Brooklyn,Apartment,85.0,Private room,11249.0,1.0,1,11,105,85.0
1/19/2013,Huge Luxury Bedroom in Williamsburg,Brooklyn,Apartment,95.0,Private room,11249.0,1.0,1,16,79,96.0
1/19/2013,Modern Bedroom in Williamsburg Loft,Brooklyn,Apartment,85.0,Private room,11249.0,1.0,1,52,95,88.0
1/19/2013,Sunny Bedroom in Williamsburg Loft,Brooklyn,Apartment,85.0,Private room,11249.0,1.0,1,41,95,88.0
1/19/2013,Bright & Private Bushwick Bedroom,Brooklyn,Townhouse,90.0,Private room,11221.0,1.0,1,0,85,94.0
1/19/2013,Private room+bath in east village!!,Manhattan,Apartment,85.0,Private room,10009.0,1.0,1,62,135,87.0
1/19/2013,Columbia area room pvt bath & entry,Manhattan,Apartment,95.0,Private room,10025.0,1.0,1,80,100,98.0
1/20/2013,1 Bdrm Brownstone in Heart of Bklyn,Brooklyn,Apartment,100.0,Entire home/apt,11201.0,1.0,1,3,150,100.0
1/20/2013,Stylish Flat with Stunning Rooftop,Brooklyn,Apartment,95.0,Entire home/apt,11211.0,1.0,1,28,199,98.0
1/20/2013,"Hip, charming sublet-- entire apt!",Brooklyn,Apartment,90.0,Entire home/apt,11216.0,1.0,1,1,85,91.0
1/20/2013,Beautiful Apartment in Greenpoint,Brooklyn,Apartment,95.0,Entire home/apt,11222.0,3.0,1,12,150,98.0
1/20/2013,Custom 1 Bedroom East Village/Noho,Manhattan,Apartment,80.0,Entire home/apt,10003.0,1.0,1,7,160,83.0
1/20/2013,Hip Modern West Village Apartment,Manhattan,Apartment,95.0,Entire home/apt,10014.0,1.0,1,40,180,95.0
1/20/2013,Beautiful Apartment in Midtown NYC!,Manhattan,Apartment,95.0,Entire home/apt,10019.0,1.0,1,21,140,97.0
1/20/2013,Perfect HK Apt: Center of it all,Manhattan,Apartment,100.0,Entire home/apt,10019.0,2.0,1,1,137,100.0
1/20/2013,Gorgeous Studio in Luxury Bldg UWS,Manhattan,Apartment,100.0,Entire home/apt,10023.0,1.0,1,5,185,100.0
1/20/2013,SUNNY UWS STUDIO + EAT-IN KITCHENpp,Manhattan,Apartment,95.0,Entire home/apt,10024.0,2.0,1,16,200,95.0
1/20/2013,Amazing and Cozy in Central Park,Manhattan,Apartment,80.0,Entire home/apt,10029.0,3.0,1,12,139,82.0
1/20/2013,Splendid apartment onCentral Park,Manhattan,Apartment,75.0,Entire home/apt,10029.0,3.0,1,36,149,79.0
1/20/2013,Comfortable place in East Harlem!,Manhattan,Apartment,85.0,Entire home/apt,10035.0,1.0,1,45,115,85.0
1/20/2013,Sunny Private Bedroom 30m-Manhattan,Brooklyn,Apartment,100.0,Private room,11230.0,1.0,1,3,42,100.0
1/20/2013,Central Park Life,Manhattan,Apartment,90.0,Private room,10029.0,1.0,1,3,139,94.0
1/20/2013,Comfy Couch - 30m From Manhattan,Brooklyn,Apartment,95.0,Shared room,11230.0,1.0,1,10,25,98.0
1/20/2013,Quality Queen Airbed 30m-Manhattan,Brooklyn,Apartment,90.0,Shared room,11230.0,1.0,1,7,29,94.0
1/20/2013,Perfect HK Apt. Near Bdwy/Ctrl Park,Manhattan,Apartment,100.0,Shared room,10019.0,1.0,1,4,75,100.0
1/21/2013,Huge 2-bd triplex in Clinton Hill,Brooklyn,Apartment,90.0,Entire home/apt,11205.0,2.0,1,0,150,94.0
1/21/2013,Lg 1 Bd apt in Beautiful Park Slope,Brooklyn,Apartment,95.0,Entire home/apt,11217.0,2.0,1,5,125,96.0
1/21/2013,Cute Bushwick Studio,Brooklyn,Apartment,100.0,Entire home/apt,11221.0,1.0,1,1,74,100.0
1/21/2013,West Village Large Designer 1BR,Manhattan,Apartment,95.0,Entire home/apt,10014.0,1.0,1,16,249,96.0
1/21/2013,Top Floor Modern 1 BR Midtown East,Manhattan,Apartment,95.0,Entire home/apt,10017.0,1.0,1,27,275,95.0
1/21/2013,New York Cozy Apt near Central Park,Manhattan,Apartment,95.0,Entire home/apt,10019.0,1.0,1,12,200,95.0
1/21/2013,Roomy NYC Hamilton Heights Haven,Manhattan,Apartment,85.0,Entire home/apt,10031.0,1.0,1,3,120,87.0
1/21/2013,Spacious Studio UES,Manhattan,Apartment,90.0,Entire home/apt,10128.0,1.0,1,0,140,94.0
1/22/2013,Entire Apt. in E. Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11206.0,1.0,1,0,189,94.0
1/22/2013,Entire apartment. Luxury building.,Brooklyn,Apartment,80.0,Entire home/apt,11211.0,1.0,1,1,125,80.0
1/22/2013,Light filled Park Slope Studio,Brooklyn,Apartment,100.0,Entire home/apt,11215.0,1.0,1,1,100,100.0
1/22/2013,BedStuy Tree House 2Br Roof Garden,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,2.0,1,0,480,94.0
1/22/2013,Brooklyn-Bedstuy-1 bedroom,Brooklyn,Apartment,90.0,Entire home/apt,11216.0,1.0,1,22,110,91.0
1/22/2013,"Big 2br, Historic Lower East Side!!",Manhattan,Apartment,75.0,Entire home/apt,10002.0,4.0,1,25,79,77.0
1/22/2013,Heavenly views in Hell's Kitchen,Manhattan,Apartment,90.0,Entire home/apt,10019.0,1.0,1,1,245,94.0
1/22/2013,Gorgeous 1BR brownstone,Manhattan,Apartment,90.0,Entire home/apt,10027.0,1.0,1,5,150,92.0
1/22/2013,"Times Square, Queen Bed, Big Futon!",Manhattan,Apartment,85.0,Entire home/apt,10036.0,3.0,1,179,79,87.0
1/22/2013,Full One Bedroom Apartment - LIC,Queens,Apartment,95.0,Entire home/apt,11101.0,1.0,1,8,200,97.0
1/22/2013,"Charming, Spacious Ditmas Apt",Brooklyn,Apartment,90.0,Private room,11226.0,1.0,1,0,46,94.0
1/22/2013,Bushwick Room,Brooklyn,Apartment,90.0,Private room,11237.0,1.0,1,0,35,94.0
1/22/2013,"Brooklyn, spreading love is our way",Brooklyn,House,90.0,Private room,11203.0,1.0,1,0,75,94.0
1/22/2013,Huge Ensuite Room in Great Location,Manhattan,Apartment,100.0,Private room,10010.0,1.0,1,1,135,100.0
1/22/2013,Uptown crash pad,Manhattan,Apartment,100.0,Private room,10040.0,1.0,1,1,68,100.0
1/23/2013,Sun-filled 2 Bed with Huge Deck/BBQ,Brooklyn,Apartment,80.0,Entire home/apt,11231.0,2.0,1,8,340,83.0
1/23/2013,Eclectic Brooklyn Townhouse,Brooklyn,House,85.0,Entire home/apt,11238.0,2.0,1,7,200,88.0
1/23/2013,East Village Studio Apartment,Manhattan,Apartment,90.0,Entire home/apt,10003.0,1.0,1,0,150,94.0
1/23/2013,Two Weeks Sublet Roosevelt Island,Manhattan,Apartment,90.0,Entire home/apt,10044.0,1.0,1,0,100,94.0
1/23/2013,Cozy 1BDR with Manhattan views!,Queens,Apartment,100.0,Entire home/apt,11109.0,2.0,1,1,240,100.0
1/23/2013,Entire floor off Montrose L train,Brooklyn,Apartment,85.0,Private room,11206.0,2.0,1,58,100,89.0
1/23/2013,Spacious Room w/ Private Bathroom,Brooklyn,House,95.0,Private room,11226.0,1.0,1,8,99,98.0
1/23/2013,Great Apartment for NYE and AFTER!!,Manhattan,Apartment,90.0,Private room,10026.0,1.0,1,0,200,94.0
1/23/2013,El Barrio: Lovely 2-Bedroom (117th),Manhattan,Apartment,100.0,Private room,10035.0,2.0,1,11,160,100.0
1/23/2013,Cozy sofa bed in sunny NY apartment,Manhattan,Apartment,90.0,Shared room,10024.0,1.0,1,0,60,94.0
1/24/2013,Modern Home in Central Williamsburg,Brooklyn,Apartment,90.0,Entire home/apt,11211.0,2.0,1,6,220,93.0
1/24/2013,Beautiful Modern Apt in Brooklyn,Brooklyn,Apartment,90.0,Entire home/apt,11238.0,1.0,1,12,150,92.0
1/24/2013,Amazing 2BR overlooks Union Square,Manhattan,Apartment,90.0,Entire home/apt,10003.0,3.0,1,77,455,91.0
1/24/2013,True NYC East Village Experience!,Manhattan,Apartment,85.0,Entire home/apt,10009.0,2.0,1,4,320,85.0
1/24/2013,1 Bedroom Penthouse Floor Apartment,Manhattan,Apartment,100.0,Entire home/apt,10019.0,1.0,1,1,270,100.0
1/24/2013,1 Bedroom in Lux Building- Sleeps 6,Manhattan,Apartment,100.0,Entire home/apt,10023.0,6.0,1,1,275,100.0
1/24/2013,Bright Garden Apartment,Manhattan,Apartment,90.0,Entire home/apt,10027.0,1.0,1,9,122,91.0
1/24/2013,Spacious place to feel at Home,Brooklyn,Apartment,90.0,Private room,11207.0,2.0,1,6,48,90.0
1/24/2013,"Private r, Grand apt,Super location",Brooklyn,Apartment,90.0,Private room,11211.0,1.0,1,0,100,94.0
